Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
adeptLeatherworkingPerkLongDescRank5,progression,Attribute,,,Legendary: Adds 100 points to the base experience for leatherworking.,,,,,,,,,,,
adeptFarmingPerkLongDescRank1,progression,Attribute,,,Adept: Adds 10 exp to the base experience earned from farming.,,,,,,,,,,,
adeptFarmingPerkLongDescRank2,progression,Attribute,,,Expert: Adds 25 points to the base experience for farming.,,,,,,,,,,,
adeptFarmingPerkLongDescRank3,progression,Attribute,,,Master: Adds 45 points to the base experience for farming.,,,,,,,,,,,
adeptFarmingPerkLongDescRank4,progression,Attribute,,,Epic: Adds 70 points to the base experience for farming.,,,,,,,,,,,
adeptFarmingPerkLongDescRank5,progression,Attribute,,,Legendary: Adds 100 points to the base experience for farming.,,,,,,,,,,,
adeptDemolitionsPerkLongDescRank1,progression,Attribute,,,Adept: Adds 10 exp to the base experience earned from demolitions.,,,,,,,,,,,
adeptDemolitionsPerkLongDescRank2,progression,Attribute,,,Expert: Adds 25 points to the base experience for demolitions.,,,,,,,,,,,
adeptDemolitionsPerkLongDescRank3,progression,Attribute,,,Master: Adds 45 points to the base experience for demolitions.,,,,,,,,,,,
adeptDemolitionsPerkLongDescRank4,progression,Attribute,,,Epic: Adds 70 points to the base experience for demolitions.,,,,,,,,,,,
adeptDemolitionsPerkLongDescRank5,progression,Attribute,,,Legendary: Adds 100 points to the base experience for demolitions.,,,,,,,,,,,
adeptConstructionPerkLongDescRank1,progression,Attribute,,,Adept: Adds 10 exp to the base experience earned from construction.,,,,,,,,,,,
adeptConstructionPerkLongDescRank2,progression,Attribute,,,Expert: Adds 25 points to the base experience for construction.,,,,,,,,,,,
adeptConstructionPerkLongDescRank3,progression,Attribute,,,Master: Adds 45 points to the base experience for construction.,,,,,,,,,,,
adeptConstructionPerkLongDescRank4,progression,Attribute,,,Epic: Adds 70 points to the base experience for construction.,,,,,,,,,,,
adeptConstructionPerkLongDescRank5,progression,Attribute,,,Legendary: Adds 100 points to the base experience for construction.,,,,,,,,,,,
adeptCookingPerkLongDescRank1,progression,Attribute,,,Adept: Adds 10 exp to the base experience earned from cooking.,,,,,,,,,,,
adeptCookingPerkLongDescRank2,progression,Attribute,,,Expert: Adds 25 points to the base experience for cooking.,,,,,,,,,,,
adeptCookingPerkLongDescRank3,progression,Attribute,,,Master: Adds 45 points to the base experience for cooking.,,,,,,,,,,,
adeptCookingPerkLongDescRank4,progression,Attribute,,,Epic: Adds 70 points to the base experience for cooking.,,,,,,,,,,,
adeptCookingPerkLongDescRank5,progression,Attribute,,,Legendary: Adds 100 points to the base experience for cooking.,,,,,,,,,,,
adeptCarpentryPerkLongDescRank1,progression,Attribute,,,Adept: Adds 10 exp to the base experience earned from carpentry.,,,,,,,,,,,
adeptCarpentryPerkLongDescRank2,progression,Attribute,,,Expert: Adds 25 points to the base experience for carpentry.,,,,,,,,,,,
adeptCarpentryPerkLongDescRank3,progression,Attribute,,,Master: Adds 45 points to the base experience for carpentry.,,,,,,,,,,,
adeptCarpentryPerkLongDescRank4,progression,Attribute,,,Epic: Adds 70 points to the base experience for carpentry.,,,,,,,,,,,
adeptCarpentryPerkLongDescRank5,progression,Attribute,,,Legendary: Adds 100 points to the base experience for carpentry.,,,,,,,,,,,
adeptBlacksmithingPerkLongDescRank1,progression,Attribute,,,Adept: Adds 10 exp to the base experience earned from blacksmithing.,,,,,,,,,,,
adeptBlacksmithingPerkLongDescRank2,progression,Attribute,,,Expert: Adds 25 points to the base experience for blacksmithing.,,,,,,,,,,,
adeptBlacksmithingPerkLongDescRank3,progression,Attribute,,,Master: Adds 45 points to the base experience for blacksmithing.,,,,,,,,,,,
adeptBlacksmithingPerkLongDescRank4,progression,Attribute,,,Epic: Adds 70 points to the base experience for blacksmithing.,,,,,,,,,,,
adeptBlacksmithingPerkLongDescRank5,progression,Attribute,,,Legendary: Adds 100 points to the base experience for blacksmithing.,,,,,,,,,,,
adeptAutomotivePerkLongDescRank1,progression,Attribute,,,Adept: Adds 10 exp to the base experience earned from automotive tasks.,,,,,,,,,,,
adeptAutomotivePerkLongDescRank2,progression,Attribute,,,Expert: Adds 25 points to the base experience for automotive tasks.,,,,,,,,,,,
adeptAutomotivePerkLongDescRank3,progression,Attribute,,,Master: Adds 45 points to the base experience for automotive tasks.,,,,,,,,,,,
adeptAutomotivePerkLongDescRank4,progression,Attribute,,,Epic: Adds 70 points to the base experience for automotive tasks.,,,,,,,,,,,
adeptAutomotivePerkLongDescRank5,progression,Attribute,,,Legendary: Adds 100 points to the base experience for automotive tasks.,,,,,,,,,,,
adeptSoftwareEngineerPerkLongDescRank1,progression,Attribute,,,Adept: Adds 10 exp to the base experience earned from software engineering tasks.,,,,,,,,,,,
adeptSoftwareEngineerPerkLongDescRank2,progression,Attribute,,,Expert: Adds 25 points to the base experience for software engineering tasks.,,,,,,,,,,,
adeptSoftwareEngineerPerkLongDescRank3,progression,Attribute,,,Master: Adds 45 points to the base experience for software engineering tasks.,,,,,,,,,,,
adeptSoftwareEngineerPerkLongDescRank4,progression,Attribute,,,Epic: Adds 70 points to the base experience for software engineering tasks.,,,,,,,,,,,
adeptSoftwareEngineerPerkLongDescRank5,progression,Attribute,,,Legendary: Adds 100 points to the base experience for software engineering tasks.,,,,,,,,,,,
adeptMechanicalEngineerPerkLongDescRank1,progression,Attribute,,,Adept: Adds 10 exp to the base experience earned from mechanical engineering tasks.,,,,,,,,,,,
adeptMechanicalEngineerPerkLongDescRank2,progression,Attribute,,,Expert: Adds 25 points to the base experience for mechanical engineering tasks.,,,,,,,,,,,
adeptMechanicalEngineerPerkLongDescRank3,progression,Attribute,,,Master: Adds 45 points to the base experience for mechanical engineering tasks.,,,,,,,,,,,
adeptMechanicalEngineerPerkLongDescRank4,progression,Attribute,,,Epic: Adds 70 points to the base experience for mechanical engineering tasks.,,,,,,,,,,,
adeptMechanicalEngineerPerkLongDescRank5,progression,Attribute,,,Legendary: Adds 100 points to the base experience for mechanical engineering tasks.,,,,,,,,,,,
adeptElectricalEngineerPerkLongDescRank1,progression,Attribute,,,Adept: Adds 10 exp to the base experience earned from electrical engineering tasks.,,,,,,,,,,,
adeptElectricalEngineerPerkLongDescRank2,progression,Attribute,,,Expert: Adds 25 points to the base experience for electrical engineering tasks.,,,,,,,,,,,
adeptElectricalEngineerPerkLongDescRank3,progression,Attribute,,,Master: Adds 45 points to the base experience for electrical engineering tasks.,,,,,,,,,,,
adeptElectricalEngineerPerkLongDescRank4,progression,Attribute,,,Epic: Adds 70 points to the base experience for electrical engineering tasks.,,,,,,,,,,,
adeptElectricalEngineerPerkLongDescRank5,progression,Attribute,,,Legendary: Adds 100 points to the base experience for electrical engineering tasks.,,,,,,,,,,,
adeptCivilEngineerPerkLongDescRank1,progression,Attribute,,,Adept: Adds 10 to the base experience earned from civil engineering tasks.,,,,,,,,,,,
adeptCivilEngineerPerkLongDescRank2,progression,Attribute,,,Expert: Adds 25 to the base experience earned from civil engineering tasks.,,,,,,,,,,,
adeptCivilEngineerPerkLongDescRank3,progression,Attribute,,,Master: Adds 45 to the base experience earned from civil engineering tasks.,,,,,,,,,,,
adeptCivilEngineerPerkLongDescRank4,progression,Attribute,,,Epic: Adds 70 to the base experience earned from civil engineering tasks.,,,,,,,,,,,
adeptCivilEngineerPerkLongDescRank5,progression,Attribute,,,Legendary: Adds 100 to the base experience earned from civil engineering tasks.,,,,,,,,,,,
adeptChemistryPerkLongDescRank1,progression,Attribute,,,Adept: Adds 10 to the base experience earned from chemistry tasks.,,,,,,,,,,,
adeptChemistryPerkLongDescRank2,progression,Attribute,,,Expert: Adds 25 to the base experience earned from chemistry tasks.,,,,,,,,,,,
adeptChemistryPerkLongDescRank3,progression,Attribute,,,Master: Adds 45 to the base experience earned from chemistry tasks.,,,,,,,,,,,
adeptChemistryPerkLongDescRank4,progression,Attribute,,,Epic: Adds 70 to the base experience earned from chemistry tasks.,,,,,,,,,,,
adeptChemistryPerkLongDescRank5,progression,Attribute,,,Legendary: Adds 100 to the base experience earned from chemistry tasks.,,,,,,,,,,,
adeptWoodcuttingPerkLongDescRank1,progression,Attribute,,,Adept: Adds 10 to the base experience earned from woodcutting tasks.,,,,,,,,,,,
adeptWoodcuttingPerkLongDescRank2,progression,Attribute,,,Expert: Adds 25 to the base experience earned from woodcutting tasks.,,,,,,,,,,,
adeptWoodcuttingPerkLongDescRank3,progression,Attribute,,,Master: Adds 45 to the base experience earned from woodcutting tasks.,,,,,,,,,,,
adeptWoodcuttingPerkLongDescRank4,progression,Attribute,,,Epic: Adds 70 to the base experience earned from woodcutting tasks.,,,,,,,,,,,
adeptWoodcuttingPerkLongDescRank5,progression,Attribute,,,Legendary: Adds 100 to the base experience earned from woodcutting tasks.,,,,,,,,,,,
adeptTrackingPerkLongDescRank1,progression,Attribute,,,Adept: Adds 10 to the base experience earned from tracking tasks.,,,,,,,,,,,
adeptTrackingPerkLongDescRank2,progression,Attribute,,,Expert: Adds 25 to the base experience earned from tracking tasks.,,,,,,,,,,,
adeptTrackingPerkLongDescRank3,progression,Attribute,,,Master: Adds 45 to the base experience earned from tracking tasks.,,,,,,,,,,,
adeptTrackingPerkLongDescRank4,progression,Attribute,,,Epic: Adds 70 to the base experience earned from tracking tasks.,,,,,,,,,,,
adeptTrackingPerkLongDescRank5,progression,Attribute,,,Legendary: Adds 100 to the base experience earned from tracking tasks.,,,,,,,,,,
adeptStealthPerkLongDescRank1,progression,Attribute,,,Adept: Adds 10 to the base experience earned from stealth tasks.,,,,,,,,,,,
adeptStealthPerkLongDescRank2,progression,Attribute,,,Expert: Adds 25 to the base experience earned from stealth tasks.,,,,,,,,,,,
adeptStealthPerkLongDescRank3,progression,Attribute,,,Master: Adds 45 to the base experience earned from stealth tasks.,,,,,,,,,,,
adeptStealthPerkLongDescRank4,progression,Attribute,,,Epic: Adds 70 to the base experience earned from stealth tasks.,,,,,,,,,,,
adeptStealthPerkLongDescRank5,progression,Attribute,,,Legendary: Adds 100 to the base experience earned from stealth tasks.,,,,,,,,,,,
adeptScavengingPerkLongDescRank1,progression,Attribute,,,Adept: Adds 10 to the base experience earned from scavenging tasks.,,,,,,,,,,,
adeptScavengingPerkLongDescRank2,progression,Attribute,,,Expert: Adds 25 to the base experience earned from scavenging tasks.,,,,,,,,,,,
adeptScavengingPerkLongDescRank3,progression,Attribute,,,Master: Adds 45 to the base experience earned from scavenging tasks.,,,,,,,,,,,
adeptScavengingPerkLongDescRank4,progression,Attribute,,,Epic: Adds 70 to the base experience earned from scavenging tasks.,,,,,,,,,,,
adeptScavengingPerkLongDescRank5,progression,Attribute,,,Legendary: Adds 100 to the base experience earned from scavenging tasks.,,,,,,,,,,,
adeptLockpickingPerkLongDescRank1,progression,Attribute,,,Adept: Adds 10 to the base experience earned from lockpicking tasks.,,,,,,,,,,,
adeptLockpickingPerkLongDescRank2,progression,Attribute,,,Expert: Adds 25 to the base experience earned from lockpicking tasks.,,,,,,,,,,,
adeptLockpickingPerkLongDescRank3,progression,Attribute,,,Master: Adds 45 to the base experience earned from lockpicking tasks.,,,,,,,,,,,
adeptLockpickingPerkLongDescRank4,progression,Attribute,,,Epic: Adds 70 to the base experience earned from lockpicking tasks.,,,,,,,,,,,
adeptLockpickingPerkLongDescRank5,progression,Attribute,,,Legendary: Adds 100 to the base experience earned from lockpicking tasks.,,,,,,,,,,,
adeptForagingPerkLongDescRank1,progression,Attribute,,,Adept: Adds 10 to the base experience earned from foraging tasks.,,,,,,,,,,,
adeptForagingPerkLongDescRank2,progression,Attribute,,,Expert: Adds 25 to the base experience earned from foraging tasks.,,,,,,,,,,,
adeptForagingPerkLongDescRank3,progression,Attribute,,,Master: Adds 45 to the base experience earned from foraging tasks.,,,,,,,,,,,
adeptForagingPerkLongDescRank4,progression,Attribute,,,Epic: Adds 70 to the base experience earned from foraging tasks.,,,,,,,,,,,
adeptForagingPerkLongDescRank5,progression,Attribute,,,Legendary: Adds 100 to the base experience earned from foraging tasks.,,,,,,,,,,,
adeptButcheringPerkLongDescRank1,progression,Attribute,,,Adept: Adds 25 to the base experience earned from butchering tasks.,,,,,,,,,,,
adeptButcheringPerkLongDescRank2,progression,Attribute,,,Expert: Adds 25 to the base experience earned from butchering tasks.,,,,,,,,,,,
adeptButcheringPerkLongDescRank3,progression,Attribute,,,Master: Adds 45 to the base experience earned from butchering tasks.,,,,,,,,,,,
adeptButcheringPerkLongDescRank4,progression,Attribute,,,Epic: Adds 70 to the base experience earned from butchering tasks.,,,,,,,,,,,
adeptButcheringPerkLongDescRank5,progression,Attribute,,,Legendary: Adds 100 to the base experience earned from butchering tasks.,,,,,,,,,,,
adeptLeadershipPerkLongDescRank1,progression,Attribute,,,Adept: Adds 10 to the base experience earned from leadership tasks.,,,,,,,,,,,
adeptLeadershipPerkLongDescRank2,progression,Attribute,,,Expert: Adds 25 to the base experience earned from leadership tasks.,,,,,,,,,,,
adeptLeadershipPerkLongDescRank3,progression,Attribute,,,Master: Adds 45 to the base experience earned from leadership tasks.,,,,,,,,,,,
adeptLeadershipPerkLongDescRank4,progression,Attribute,,,Epic: Adds 70 to the base experience earned from leadership tasks.,,,,,,,,,,,
adeptLeadershipPerkLongDescRank5,progression,Attribute,,,Legendary: Adds 100 to the base experience earned from leadership tasks.,,,,,,,,,,,
adeptBarterPerkLongDescRank1,progression,Attribute,,,Adept: Adds 10 to the base experience earned from bartering tasks.,,,,,,,,,,,
adeptBarterPerkLongDescRank2,progression,Attribute,,,Expert: Adds 25 to the base experience earned from bartering tasks.,,,,,,,,,,,
adeptBarterPerkLongDescRank3,progression,Attribute,,,Master: Adds 45 to the base experience earned from bartering tasks.,,,,,,,,,,,
adeptBarterPerkLongDescRank4,progression,Attribute,,,Epic: Adds 70 to the base experience earned from bartering tasks.,,,,,,,,,,,
adeptBarterPerkLongDescRank5,progression,Attribute,,,Legendary: Adds 100 to the base experience earned from bartering tasks.,,,,,,,,,,,
adeptSwimmingPerkLongDescRank1,progression,Attribute,,,Adept: Adds 10 to the base experience earned from swimming tasks.,,,,,,,,,,,
adeptSwimmingPerkLongDescRank2,progression,Attribute,,,Expert: Adds 25 to the base experience earned from swimming tasks.,,,,,,,,,,,
adeptSwimmingPerkLongDescRank3,progression,Attribute,,,Master: Adds 45 to the base experience earned from swimming tasks.,,,,,,,,,,,
adeptSwimmingPerkLongDescRank4,progression,Attribute,,,Epic: Adds 70 to the base experience earned from swimming tasks.,,,,,,,,,,,
adeptSwimmingPerkLongDescRank5,progression,Attribute,,,Legendary: Adds 100 to the base experience earned from swimming tasks.,,,,,,,,,,,
adeptRunningPerkLongDescRank1,progression,Attribute,,,Adept: Adds 10 to the base experience earned from running tasks.,,,,,,,,,,,
adeptRunningPerkLongDescRank2,progression,Attribute,,,Expert: Adds 25 to the base experience earned from running tasks.,,,,,,,,,,,
adeptRunningPerkLongDescRank3,progression,Attribute,,,Master: Adds 45 to the base experience earned from running tasks.,,,,,,,,,,,
adeptRunningPerkLongDescRank4,progression,Attribute,,,Epic: Adds 70 to the base experience earned from running tasks.,,,,,,,,,,,
adeptRunningPerkLongDescRank5,progression,Attribute,,,Legendary: Adds 100 to the base experience earned from running tasks.,,,,,,,,,,,
adeptParkourPerkLongDescRank1,progression,Attribute,,,Adept: Adds 10 to the base experience earned from parkour tasks.,,,,,,,,,,,
adeptParkourPerkLongDescRank2,progression,Attribute,,,Expert: Adds 25 to the base experience earned from parkour tasks.,,,,,,,,,,,
adeptParkourPerkLongDescRank3,progression,Attribute,,,Master: Adds 45 to the base experience earned from parkour tasks.,,,,,,,,,,,
adeptParkourPerkLongDescRank4,progression,Attribute,,,Epic: Adds 70 to the base experience earned from parkour tasks.,,,,,,,,,,,
adeptParkourPerkLongDescRank5,progression,Attribute,,,Legendary: Adds 100 to the base experience earned from parkour tasks.,,,,,,,,,,,
adeptBackpackingPerkLongDescRank1,progression,Attribute,,,Adept: Adds 10 to the base experience earned from backpacking tasks.,,,,,,,,,,,
adeptBackpackingPerkLongDescRank2,progression,Attribute,,,Expert: Adds 25 to the base experience earned from backpacking tasks.,,,,,,,,,,,
adeptBackpackingPerkLongDescRank3,progression,Attribute,,,Master: Adds 45 to the base experience earned from backpacking tasks.,,,,,,,,,,,
adeptBackpackingPerkLongDescRank4,progression,Attribute,,,Epic: Adds 70 to the base experience earned from backpacking tasks.,,,,,,,,,,,
adeptBackpackingPerkLongDescRank5,progression,Attribute,,,Legendary: Adds 100 to the base experience earned from backpacking tasks.,,,,,,,,,,,
adeptMachinegunPerkLongDescRank1,progression,Attribute,,,Adept: Adds 10 to the base experience earned from machinegun tasks.,,,,,,,,,,,
adeptMachinegunPerkLongDescRank2,progression,Attribute,,,Expert: Adds 25 to the base experience earned from machinegun tasks.,,,,,,,,,,,
adeptMachinegunPerkLongDescRank3,progression,Attribute,,,Master: Adds 45 to the base experience earned from machinegun tasks.,,,,,,,,,,,
adeptMachinegunPerkLongDescRank4,progression,Attribute,,,Epic: Adds 70 to the base experience earned from machinegun tasks.,,,,,,,,,,,
adeptMachinegunPerkLongDescRank5,progression,Attribute,,,Legendary: Adds 100 to the base experience earned from machinegun tasks.,,,,,,,,,,,
adeptRiflePerkLongDescRank1,progression,Attribute,,,Adept: Adds 10 to the base experience earned from rifle tasks.,,,,,,,,,,,
adeptRiflePerkLongDescRank2,progression,Attribute,,,Expert: Adds 25 to the base experience earned from rifle tasks.,,,,,,,,,,,
adeptRiflePerkLongDescRank3,progression,Attribute,,,Master: Adds 45 to the base experience earned from rifle tasks.,,,,,,,,,,,
adeptRiflePerkLongDescRank4,progression,Attribute,,,Epic: Adds 70 to the base experience earned from rifle tasks.,,,,,,,,,,,
adeptRiflePerkLongDescRank5,progression,Attribute,,,Legendary: Adds 100 to the base experience earned from rifle tasks.,,,,,,,,,,,
adeptShotgunPerkLongDescRank1,progression,Attribute,,,Adept: Adds 1 to the base experience earned per shotgun pellet.,,,,,,,,,,,
adeptShotgunPerkLongDescRank2,progression,Attribute,,,Expert: Adds 2.5 to the base experience earned per shotgun pellet.,,,,,,,,,,,
adeptShotgunPerkLongDescRank3,progression,Attribute,,,Master: Adds 4.5 to the base experience earned per shotgun pellet.,,,,,,,,,,,
adeptShotgunPerkLongDescRank4,progression,Attribute,,,Epic: Adds 7 to the base experience earned per shotgun pellet.,,,,,,,,,,,
adeptShotgunPerkLongDescRank5,progression,Attribute,,,Legendary: Adds 10 to the base experience earned from shotgun tasks.,,,,,,,,,,,
adeptPistolPerkLongDescRank1,progression,Attribute,,,Adept: Adds 10 to the base experience earned from pistol tasks.,,,,,,,,,,,
adeptPistolPerkLongDescRank2,progression,Attribute,,,Expert: Adds 25 to the base experience earned from pistol tasks.,,,,,,,,,,,
adeptPistolPerkLongDescRank3,progression,Attribute,,,Master: Adds 45 to the base experience earned from pistol tasks.,,,,,,,,,,,
adeptPistolPerkLongDescRank4,progression,Attribute,,,Epic: Adds 70 to the base experience earned from pistol tasks.,,,,,,,,,,,
adeptPistolPerkLongDescRank5,progression,Attribute,,,Legendary: Adds 100 to the base experience earned from pistol tasks.,,,,,,,,,,,
adeptBowPerkLongDescRank1,progression,Attribute,,,Adept: Adds 10 to the base experience earned from bow tasks.,,,,,,,,,,,
adeptBowPerkLongDescRank2,progression,Attribute,,,Expert: Adds 25 to the base experience earned from bow tasks.,,,,,,,,,,,
adeptBowPerkLongDescRank3,progression,Attribute,,,Master: Adds 45 to the base experience earned from bow tasks.,,,,,,,,,,,
adeptBowPerkLongDescRank4,progression,Attribute,,,Epic: Adds 70 to the base experience earned from bow tasks.,,,,,,,,,,,
adeptBowPerkLongDescRank5,progression,Attribute,,,Legendary: Adds 100 to the base experience earned from bow tasks.,,,,,,,,,,,
adeptSpearPerkLongDescRank1,progression,Attribute,,,Adept: Adds 10 to the base experience earned from spear tasks.,,,,,,,,,,,
adeptSpearPerkLongDescRank2,progression,Attribute,,,Expert: Adds 25 to the base experience earned from spear tasks.,,,,,,,,,,,
adeptSpearPerkLongDescRank3,progression,Attribute,,,Master: Adds 45 to the base experience earned from spear tasks.,,,,,,,,,,,
adeptSpearPerkLongDescRank4,progression,Attribute,,,Epic: Adds 70 to the base experience earned from spear tasks.,,,,,,,,,,,
adeptSpearPerkLongDescRank5,progression,Attribute,,,Legendary: Adds 100 to the base experience earned from spear tasks.,,,,,,,,,,,
adeptImprovisedPerkLongDescRank1,progression,Attribute,,,Adept: Adds 10 to the base experience earned from improvised weapon tasks.,,,,,,,,,,,
adeptImprovisedPerkLongDescRank2,progression,Attribute,,,Expert: Adds 25 to the base experience earned from improvised weapon tasks.,,,,,,,,,,,
adeptImprovisedPerkLongDescRank3,progression,Attribute,,,Master: Adds 45 to the base experience earned from improvised weapon tasks.,,,,,,,,,,,
adeptImprovisedPerkLongDescRank4,progression,Attribute,,,Epic: Adds 70 to the base experience earned from improvised weapon tasks.,,,,,,,,,,,
adeptImprovisedPerkLongDescRank5,progression,Attribute,,,Legendary: Adds 100 to the base experience earned from improvised weapon tasks.,,,,,,,,,,,
adeptFistPerkLongDescRank1,progression,Attribute,,,Adept: Adds 10 to the base experience earned from fist combat tasks.,,,,,,,,,,,
adeptFistPerkLongDescRank2,progression,Attribute,,,Expert: Adds 25 to the base experience earned from fist combat tasks.,,,,,,,,,,,
adeptFistPerkLongDescRank3,progression,Attribute,,,Master: Adds 45 to the base experience earned from fist combat tasks.,,,,,,,,,,,
adeptFistPerkLongDescRank4,progression,Attribute,,,Epic: Adds 70 to the base experience earned from fist combat tasks.,,,,,,,,,,,
adeptFistPerkLongDescRank5,progression,Attribute,,,Legendary: Adds 100 to the base experience earned from fist combat tasks.,,,,,,,,,,,
adeptClubPerkLongDescRank1,progression,Attribute,,,Adept: Adds 10 to the base experience earned from club combat tasks.,,,,,,,,,,,
adeptClubPerkLongDescRank2,progression,Attribute,,,Expert: Adds 25 to the base experience earned from club combat tasks.,,,,,,,,,,,
adeptClubPerkLongDescRank3,progression,Attribute,,,Master: Adds 45 to the base experience earned from club combat tasks.,,,,,,,,,,,
adeptClubPerkLongDescRank4,progression,Attribute,,,Epic: Adds 70 to the base experience earned from club combat tasks.,,,,,,,,,,,
adeptClubPerkLongDescRank5,progression,Attribute,,,Legendary: Adds 100 to the base experience earned from club combat tasks.,,,,,,,,,,,
adeptBladePerkLongDescRank1,progression,Attribute,,,Adept: Adds 10 to the base experience earned from blade combat tasks.,,,,,,,,,,,
adeptBladePerkLongDescRank2,progression,Attribute,,,Expert: Adds 25 to the base experience earned from blade combat tasks.,,,,,,,,,,,
adeptBladePerkLongDescRank3,progression,Attribute,,,Master: Adds 45 to the base experience earned from blade combat tasks.,,,,,,,,,,,
adeptBladePerkLongDescRank4,progression,Attribute,,,Epic: Adds 70 to the base experience earned from blade combat tasks.,,,,,,,,,,,
adeptBladePerkLongDescRank5,progression,Attribute,,,Legendary: Adds 100 to the base experience earned from blade combat tasks.,,,,,,,,,,,
adeptMedicalPerkLongDescRank1,progression,Attribute,,,Adept: Adds 10 to the base experience earned from medical tasks.,,,,,,,,,,,
adeptMedicalPerkLongDescRank2,progression,Attribute,,,Expert: Adds 25 to the base experience earned from medical tasks.,,,,,,,,,,,
adeptMedicalPerkLongDescRank3,progression,Attribute,,,Master: Adds 45 to the base experience earned from medical tasks.,,,,,,,,,,,
adeptMedicalPerkLongDescRank4,progression,Attribute,,,Epic: Adds 70 to the base experience earned from medical tasks.,,,,,,,,,,,
adeptMedicalPerkLongDescRank5,progression,Attribute,,,Legendary: Adds 100 to the base experience earned from medical tasks.,,,,,,,,,,,
adeptBladePerkDescRank1,progression,Attribute,,,Adept: Rank 1,,,,,,,,,,,,
adeptBladePerkDescRank2,progression,Attribute,,,Expert: Rank 2,,,,,,,,,,,,
adeptBladePerkDescRank3,progression,Attribute,,,Master: Rank 3,,,,,,,,,,,,
adeptBladePerkDescRank4,progression,Attribute,,,Epic: Rank 4,,,,,,,,,,,,
adeptBladePerkDescRank5,progression,Attribute,,,Legendary: Rank 5,,,,,,,,,,,, 
adeptClubPerkDescRank1,progression,Attribute,,,Adept: Rank 1,,,,,,,,,,,,
adeptClubPerkDescRank2,progression,Attribute,,,Expert: Rank 2,,,,,,,,,,,,
adeptClubPerkDescRank3,progression,Attribute,,,Master: Rank 3,,,,,,,,,,,,
adeptClubPerkDescRank4,progression,Attribute,,,Epic: Rank 4,,,,,,,,,,,,
adeptClubPerkDescRank5,progression,Attribute,,,Legendary: Rank 5,,,,,,,,,,,, 
adeptFistPerkDescRank1,progression,Attribute,,,Adept: Rank 1,,,,,,,,,,,,
adeptFistPerkDescRank2,progression,Attribute,,,Expert: Rank 2,,,,,,,,,,,,
adeptFistPerkDescRank3,progression,Attribute,,,Master: Rank 3,,,,,,,,,,,,
adeptFistPerkDescRank4,progression,Attribute,,,Epic: Rank 4,,,,,,,,,,,,
adeptFistPerkDescRank5,progression,Attribute,,,Legendary: Rank 5,,,,,,,,,,,, 
adeptImprovisedPerkDescRank1,progression,Attribute,,,Adept: Rank 1,,,,,,,,,,,,,
adeptImprovisedPerkDescRank2,progression,Attribute,,,Expert: Rank 2,,,,,,,,,,,,,
adeptImprovisedPerkDescRank3,progression,Attribute,,,Master: Rank 3,,,,,,,,,,,,,
adeptImprovisedPerkDescRank4,progression,Attribute,,,Epic: Rank 4,,,,,,,,,,,,,
adeptImprovisedPerkDescRank5,progression,Attribute,,,Legendary: Rank 5,,,,,,,,,,,, 
adeptSpearPerkDescRank1,progression,Attribute,,,Adept: Rank 1,,,,,,,,,,,,,
adeptSpearPerkDescRank2,progression,Attribute,,,Expert: Rank 2,,,,,,,,,,,,,
adeptSpearPerkDescRank3,progression,Attribute,,,Master: Rank 3,,,,,,,,,,,,,
adeptSpearPerkDescRank4,progression,Attribute,,,Epic: Rank 4,,,,,,,,,,,,,
adeptSpearPerkDescRank5,progression,Attribute,,,Legendary: Rank 5,,,,,,,,,,,, 
adeptBowPerkDescRank1,progression,Attribute,,,Adept: Rank 1,,,,,,,,,,,,,
adeptBowPerkDescRank2,progression,Attribute,,,Expert: Rank 2,,,,,,,,,,,,,
adeptBowPerkDescRank3,progression,Attribute,,,Master: Rank 3,,,,,,,,,,,,,
adeptBowPerkDescRank4,progression,Attribute,,,Epic: Rank 4,,,,,,,,,,,,,
adeptBowPerkDescRank5,progression,Attribute,,,Legendary: Rank 5,,,,,,,,,,,, 
adeptPistolPerkDescRank1,progression,Attribute,,,Adept: Rank 1,,,,,,,,,,,,,
adeptPistolPerkDescRank2,progression,Attribute,,,Expert: Rank 2,,,,,,,,,,,,,
adeptPistolPerkDescRank3,progression,Attribute,,,Master: Rank 3,,,,,,,,,,,,,
adeptPistolPerkDescRank4,progression,Attribute,,,Epic: Rank 4,,,,,,,,,,,,,
adeptPistolPerkDescRank5,progression,Attribute,,,Legendary: Rank 5,,,,,,,,,,,, 
adeptShotgunPerkDescRank1,progression,Attribute,,,Adept: Rank 1,,,,,,,,,,,,,
adeptShotgunPerkDescRank2,progression,Attribute,,,Expert: Rank 2,,,,,,,,,,,,,
adeptShotgunPerkDescRank3,progression,Attribute,,,Master: Rank 3,,,,,,,,,,,,,
adeptShotgunPerkDescRank4,progression,Attribute,,,Epic: Rank 4,,,,,,,,,,,,,
adeptShotgunPerkDescRank5,progression,Attribute,,,Legendary: Rank 5,,,,,,,,,,,, 
adeptRiflePerkDescRank1,progression,Attribute,,,Adept: Rank 1,,,,,,,,,,,,,
adeptRiflePerkDescRank2,progression,Attribute,,,Expert: Rank 2,,,,,,,,,,,,,
adeptRiflePerkDescRank3,progression,Attribute,,,Master: Rank 3,,,,,,,,,,,,,
